text,target,len,is_spam,text_clean
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0,54,0,"['oh', 'oh', 'waste', 'den', 'muz', 'chiong', 'sit', 'n', 'sun', 'liao']"
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0,73,0,"['jesus', 'christ', 'bitch', 'try', 'give', 'drug', 'answer', 'fuck', 'phone']"
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0,80,0,"['please', 'give', 'wil', 'pick', 'tuesday', 'even', 'ok']"
I'm meeting Darren...,0,21,0,"['meting', 'daren']"
One of best dialogue in cute reltnship..!! \Wen i Die,0,53,0,"['one', 'best', 'dialogue', 'cute', 'reltnship', 'wen', 'die']"
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,444,0,"['solve', 'case', 'man', 'find', 'murder', 'lt', 'decimal', 'gt', 'lt', 'gt', 'afternon', 'wife', 'caled', 'police', 'police', 'question', 'everyone', 'wife', 'sir', 'sleping', 'murder', 'tok', 'place', 'cok', 'coke', 'gardener', 'pick', 'vegetable', 'house', 'maid', 'go', 'post', 'ofice', 'child', 'go', 'play', 'neighbour', 'go', 'mariage', 'police', 'arested', 'murderer', 'imediately', 'reply', 'reason', 'u', 'r', 'briliant']"
Dear where you will be when i reach there,0,41,0,"['dear', 'wil', 'reach']"
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0,99,0,"['aw', 'first', 'time', 'u', 'say', 'u', 'mised', 'without', 'ask', 'mised', 'u', 'first', 'love']"
Ok... Thanx... Gd nite 2 М_ too...,0,34,0,"['ok', 'thanx', 'gd', 'nite']"
"Come to me right now, Ahmad",0,27,0,"['come', 'right', 'ahmad']"
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1,158,1,"['know', 'u', 'u', 'know', 'send', 'chat', 'let', 'find', 'p', 'msg', 'rcvd', 'hg', 'suite', 'land', 'row', 'w', 'j', 'hl', 'ldn', 'year']"
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0,116,0,"['lol', 'please', 'actualy', 'send', 'pic', 'right', 'wana', 'se', 'pose', 'comb', 'hair', 'dryer', 'something']"
O was not into fps then.,0,24,0,['fps']
Huh means computational science... Y they like dat one push here n there...,0,75,0,"['huh', 'mean', 'computational', 'science', 'like', 'dat', 'one', 'push', 'n']"
"Could you not read me, my Love ? I answered you",0,47,0,"['could', 'read', 'love', 'answered']"
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,81,0,"['oh', 'lk', 'den', 'take', 'e', 'one', 'end', 'cine', 'lor', 'dun', 'wan', 'yogasana', 'oso']"
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0,115,0,"['madam', 'regret', 'disturbance', 'might', 'receive', 'reference', 'check', 'dlf', 'premarica', 'kindly', 'inform', 'rgds', 'rakhesh', 'kerala']"
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,1,152,1,"['sm', 'service', 'inclusive', 'text', 'credit', 'pls', 'goto', 'w', 'comuk', 'net', 'login', 'qxj', 'unsubscribe', 'stop', 'extra', 'charge', 'help', 'comuk', 'cm', 'ae']"
Oic... Then better quickly go bathe n settle down...,0,52,0,"['oic', 'beter', 'quickly', 'go', 'bathe', 'n', 'setle']"
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0,83,0,"['er', 'cud', 'go', 'pm', 'get', 'way', 'contact']"
A bloo bloo bloo I'll miss the first bowl,0,41,0,"['blo', 'blo', 'blo', 'l', 'mi', 'first', 'bowl']"
Lmao but its so fun...,0,22,0,"['lmao', 'fun']"
Oh k k:)but he is not a big hitter.anyway good,0,46,0,"['oh', 'k', 'k', 'big', 'hiter', 'anyway', 'god']"
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0,57,0,"['hey', 'almost', 'forget', 'hapy', 'b', 'day', 'babe', 'love', 'ya']"
Valentines Day Special! Win over еЈ1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,1,158,1,"['valentine', 'day', 'special', 'win', 'quiz', 'take', 'partner', 'trip', 'lifetime', 'send', 'go', 'p', 'msg', 'rcvd', 'custcare']"
Do you think i can move  &lt;#&gt;  in a week,0,45,0,"['think', 'move', 'lt', 'gt', 'wek']"
She.s find. I sent you an offline message to know how anjola's now.,0,67,0,"['find', 'sent', 'ofline', 'mesage', 'know', 'anjola']"
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,1,152,1,"['gues', 'first', 'time', 'create', 'web', 'page', 'w', 'asjesus', 'com', 'read', 'al', 'write', 'wait', 'opinion', 'want', 'friend']"
How was txting and driving,0,26,0,"['txting', 'drive']"
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,100,0,"['god', 'let', 'thank', 'god', 'please', 'complete', 'drug', 'lot', 'water', 'beautiful', 'day']"
Really dun bluff me leh... U sleep early too. Nite...,0,53,0,"['realy', 'dun', 'bluf', 'leh', 'u', 'slep', 'early', 'nite']"
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0,632,0,"['indian', 'r', 'por', 'india', 'por', 'country', 'say', 'one', 'swis', 'bank', 'director', 'say', 'lt', 'gt', 'lac', 'crore', 'indian', 'money', 'deposit', 'swis', 'bank', 'use', 'taxles', 'budget', 'lt', 'gt', 'yrs', 'give', 'lt', 'gt', 'crore', 'job', 'al', 'indian', 'vilage', 'delhi', 'lane', 'road', 'forever', 'fre', 'power', 'suply', 'lt', 'gt', 'social', 'project', 'every', 'citizen', 'get', 'monthly', 'lt', 'gt', 'lt', 'gt', 'yr', 'ned', 'world', 'bank', 'amp', 'imf', 'loan', 'think', 'money', 'block', 'rich', 'politician', 'ful', 'right', 'corupt', 'politician', 'itna', 'forward', 'karo', 'ki', 'pura', 'india', 'padhe', 'g']"
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0,235,0,"['uncle', 'boye', 'ned', 'movie', 'oh', 'guide', 'plus', 'know', 'torents', 'particularly', 'legal', 'system', 'slow', 'gr', 'day', 'plus', 'start', 'co', 'dont', 'meet', 'online', 'honey', 'mon']"
Oh ya ya. I remember da. .,0,26,0,"['oh', 'ya', 'ya', 'remember', 'da']"
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0,114,0,"['btw', 'regard', 'realy', 'try', 'se', 'anyone', 'else', 'th', 'guy', 'comit', 'random', 'dude']"
"For ur chance to win еЈ250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",1,122,1,"['ur', 'chance', 'win', 'cash', 'every', 'wk', 'txt', 'play', 'c', 'w', 'music', 'trivia', 'net', 'custcare', 'x', 'p', 'wk']"
I not busy juz dun wan 2 go so early.. Hee.. ,0,45,0,"['busy', 'juz', 'dun', 'wan', 'go', 'early']"
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0,78,0,"['rightio', 'wel', 'arent', 'al', 'bright', 'early', 'morning']"
"Great. I'm in church now, will holla when i get out",0,51,0,"['great', 'church', 'wil', 'hola', 'get']"
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0,82,0,"['back', 'brum', 'thanks', 'put', 'u', 'keping', 'u', 'al', 'hapy', 'se', 'son']"
I donno if they are scorable,0,28,0,"['dono', 'scorable']"
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0,85,0,"['lt', 'gt', 'great', 'loxahatche', 'xmas', 'tre', 'burn', 'update', 'totaly', 'se', 'star']"
"Yes but i dont care! I need you bad, princess!",0,46,0,"['yes', 'dont', 'care', 'ned', 'bad', 'prince']"
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0,183,0,"['guy', 'kadem', 'ben', 'seling', 'since', 'break', 'know', 'one', 'guy', 'paranoid', 'fuck', 'like', 'seling', 'without', 'til', 'late', 'tonight']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
Tmr then М_ brin lar... Aiya later i come n c lar... Mayb М_ neva set properly М_ got da help sheet wif М_...,0,109,0,"['tmr', 'brin', 'lar', 'aiya', 'later', 'come', 'n', 'c', 'lar', 'mayb', 'neva', 'set', 'properly', 'get', 'da', 'help', 'shet', 'wif']"
Do u knw dis no. &lt;#&gt; ?,0,28,0,"['u', 'knw', 'dis', 'lt', 'gt']"
Then she dun believe wat?,0,25,0,"['dun', 'believe', 'wat']"
K..give back my thanks.,0,23,0,"['k', 'give', 'back', 'thanks']"
I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,74,0,"['know', 'complain', 'num', 'betr', 'directly', 'go', 'bsnl', 'ofc', 'nd', 'aply']"
Okay. I've seen it. So i should pick it on friday?,0,50,0,"['okay', 'sen', 'pick', 'friday']"
How much she payed. Suganya.,0,28,0,"['much', 'pay', 'suganya']"
Left dessert. U wan me 2 go suntec look 4 u?,0,44,0,"['leave', 'desert', 'u', 'wan', 'go', 'suntec', 'lok', 'u']"
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,88,0,"['abeg', 'make', 'profit', 'start', 'use', 'get', 'sponsor', 'next', 'event']"
Onum ela pa. Normal than.,0,25,0,"['onum', 'ela', 'pa', 'normal']"
K.k..how is your sister kids?,0,29,0,"['k', 'k', 'sister', 'kid']"
"Cool, I'll text you when I'm on the way",0,39,0,"['col', 'l', 'text', 'way']"
Nope. Meanwhile she talk say make i greet you.,0,46,0,"['nope', 'meanwhile', 'talk', 'say', 'make', 'gret']"
i cant talk to you now.i will call when i can.dont keep calling.,0,64,0,"['cant', 'talk', 'wil', 'cal', 'dont', 'kep', 'caling']"
Anything lar...,0,15,0,"['anything', 'lar']"
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,126,0,"['rise', 'neds', 'water', 'season', 'neds', 'change', 'poet', 'neds', 'imagination', 'phone', 'neds', 'ur', 'sm', 'ned', 'ur', 'lovely', 'frndship', 'forever']"
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0,105,0,"['god', 'afternon', 'babe', 'go', 'day', 'job', 'prospect', 'yet', 'mis', 'love', 'sigh']"
They will pick up and drop in car.so no problem..,0,49,0,"['wil', 'pick', 'drop', 'car', 'problem']"
S.i think he is waste for rr..,0,30,0,"['think', 'waste', 'r']"
He is world famamus....,0,23,0,"['world', 'famamus']"
Is there coming friday is leave for pongal?do you get any news from your work place.,0,84,0,"['come', 'friday', 'leave', 'pongal', 'get', 'news', 'work', 'place']"
Lol well don't do it without me. We could have a big sale together.,0,67,0,"['lol', 'wel', 'without', 'could', 'big', 'sale', 'together']"
* Am on my way,0,14,0,['way']
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,68,0,"['eat', 'old', 'airport', 'road', 'oredi', 'get', 'lot', 'ple']"
"sry can't talk on phone, with parents",0,37,0,"['sry', 'talk', 'phone', 'parent']"
"Final Chance! Claim ur еЈ150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. еЈ3.00 Subs 16",1,161,1,"['final', 'chance', 'claim', 'ur', 'worth', 'discount', 'voucher', 'today', 'text', 'yes', 'savamob', 'member', 'ofers', 'mobile', 'cs', 'savamob', 'pobox', 'uz', 'sub']"
Ok lor wat time М_ finish?,0,26,0,"['ok', 'lor', 'wat', 'time', 'finish']"
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,84,0,"['prince', 'like', 'make', 'love', 'lt', 'gt', 'time', 'per', 'night', 'hope', 'thats', 'problem']"
Mm i am on the way to railway,0,29,0,"['way', 'railway']"
i dnt wnt to tlk wid u,0,22,0,"['dnt', 'wnt', 'tlk', 'wid', 'u']"
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,201,0,"['do', 'sory', 'hope', 'next', 'space', 'give', 'everything', 'want', 'remember', 'al', 'furniture', 'around', 'move', 'lock', 'al', 'lock', 'leave', 'key', 'jene']"
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0,137,0,"['yet', 'like', 'kep', 'touch', 'wil', 'easy', 'way', 'barcelona', 'way', 'ru', 'house']"
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1,116,1,"['spok', 'ur', 'mob', 'halowen', 'colection', 'nokia', 'logo', 'pic', 'mesage', 'plus', 'fre', 'erie', 'tone', 'txt', 'card', 'spok']"
"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or еЈ10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",1,168,1,"['urgent', 'cal', 'landline', 'complementary', 'tenerife', 'holiday', 'cash', 'await', 'colection', 'sae', 'c', 'po', 'box', 'wa', 'px', 'pm', 'sender', 'hol', 'ofer']"
K.:)do it at evening da:)urgent:),0,33,0,"['k', 'even', 'da', 'urgent']"
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,101,0,"['pansy', 'ben', 'live', 'jungle', 'two', 'year', 'drive', 'woried']"
Mm have some kanji dont eat anything heavy ok,0,45,0,"['kanji', 'dont', 'eat', 'anything', 'heavy', 'ok']"
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0,124,0,"['promise', 'get', 'son', 'l', 'text', 'morning', 'let', 'know', 'make', 'ok']"
Lol that's different. I don't go trying to find every real life photo you ever took.,0,84,0,"['lol', 'diferent', 'go', 'try', 'find', 'every', 'real', 'life', 'photo', 'ever', 'tok']"
I dont thnk its a wrong calling between us,0,42,0,"['dont', 'thnk', 'wrong', 'caling', 'betwen', 'u']"
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,78,0,"['k', 'il', 'drink', 'pa', 'ned', 'srs', 'model', 'pls', 'send', 'mail', 'id', 'pa']"
Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,70,0,"['aiyah', 'e', 'rain', 'like', 'quite', 'big', 'leh', 'drizling', 'least', 'run', 'home']"
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,121,0,"['doc', 'apointments', 'next', 'wek', 'tire', 'shove', 'stuf', 'ugh', 'normal', 'body']"
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,81,0,"['dun', 'b', 'sad', 'dun', 'thk', 'abt', 'already', 'concentrate', 'ur', 'paper', 'k']"
"Greetings me, ! Consider yourself excused.",0,42,0,"['gretings', 'consider', 'excuse']"
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,245,0,"['drama', 'pls', 'enough', 'family', 'strugling', 'hot', 'sun', 'strange', 'place', 'reason', 'ego', 'go', 'invited', 'actualy', 'necesity', 'go', 'wait', 'serious', 'repurcusions']"
they released another Italian one today and it has a cosign option,0,66,0,"['release', 'another', 'italian', 'one', 'today', 'cosign', 'option']"
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,139,0,"['mu', 'try', 'figure', 'much', 'money', 'everyone', 'gas', 'alcohol', 'jay', 'try', 'figure', 'wed', 'budget']"
WINNER! As a valued network customer you hvae been selected to receive a еЈ900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,1,150,1,"['winer', 'value', 'network', 'customer', 'hvae', 'ben', 'select', 'receive', 'reward', 'colect', 'cal', 'valid', 'hour', 'acl', 'pm']"
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,167,0,"['hcl', 'chenai', 'require', 'fresher', 'voice', 'proces', 'excelent', 'english', 'neded', 'salary', 'upto', 'lt', 'gt', 'cal', 'm', 'suman', 'lt', 'gt', 'telephonic', 'interview', 'via', 'indyarocks', 'com']"
Dai what this da.. Can i send my resume to this id.,0,51,0,"['dai', 'da', 'send', 'resume', 'id']"
"I know where the  &lt;#&gt;  is, I'll be there around 5",0,55,0,"['know', 'lt', 'gt', 'l', 'around']"
Yup i've finished c М_ there...,0,31,0,"['yup', 'finish', 'c']"
Remember to ask alex about his pizza,0,36,0,"['remember', 'ask', 'alex', 'piza']"
No da..today also i forgot..,0,28,0,"['da', 'today', 'also', 'forget']"
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,306,0,"['ola', 'would', 'get', 'back', 'maybe', 'today', 'tell', 'direct', 'link', 'u', 'get', 'car', 'bid', 'online', 'arange', 'ship', 'get', 'cut', 'u', 'partnership', 'u', 'invest', 'money', 'ship', 'take', 'care', 'rest', 'u', 'wud', 'b', 'self', 'reliant', 'son', 'dnt', 'wory']"
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,202,0,"['fwiw', 'reason', 'around', 'time', 'smoke', 'gas', 'aford', 'around', 'someone', 'tels', 'aparently', 'hapens', 'somebody', 'want', 'light']"
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,160,0,"['helo', 'boytoy', 'make', 'home', 'constant', 'think', 'love', 'hope', 'nice', 'visit', 'wait', 'til', 'come', 'home', 'ki']"
Congrats kano..whr s the treat maga?,0,36,0,"['congrats', 'kano', 'whr', 'treat', 'maga']"
Who u talking about?,0,20,0,"['u', 'talk']"
Yup...,0,6,0,['yup']
Ok...,0,5,0,['ok']
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,150,0,"['u', 'wake', 'already', 'wat', 'u', 'u', 'pick', 'u', 'later', 'rite', 'take', 'sq', 'reach', 'ard', 'smth', 'like', 'dat', 'u', 'check', 'e', 'arival', 'time', 'c', 'ya', 'son']"
Yunny i'm walking in citylink now М_ faster come down... Me very hungry...,0,74,0,"['yuny', 'walk', 'citylink', 'faster', 'come', 'hungry']"
Er yep sure. Props?,0,19,0,"['er', 'yep', 'sure', 'prop']"
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,153,0,"['hiya', 'u', 'ben', 'pay', 'money', 'acount', 'thanks', 'get', 'pleasant', 'surprise', 'check', 'balance', 'u', 'c', 'get', 'statement', 'ac']"
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,1,158,1,"['u', 'nokia', 'plus', 'fre', 'digital', 'camera', 'u', 'get', 'u', 'win', 'fre', 'auction', 'take', 'part', 'send', 'nokia', 'pobox', 'tcr', 'w']"
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,45,0,"['ok', 'il', 'send', 'lt', 'decimal', 'gt', 'ok']"
Bognor it is! Should be splendid at this time of year.,0,54,0,"['bognor', 'splendid', 'time', 'year']"
Yes.i'm in office da:),0,22,0,"['yes', 'ofice', 'da']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,67,0,"['joy', 'father', 'john', 'john', 'name', 'joy', 'father', 'mandan']"
Ok. I only ask abt e movie. U wan ktv oso?,0,42,0,"['ok', 'ask', 'abt', 'e', 'movie', 'u', 'wan', 'ktv', 'oso']"
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,179,0,"['misplace', 'number', 'send', 'texts', 'old', 'number', 'wonder', 'heard', 'year', 'al', 'best', 'mcat', 'get', 'number', 'atlanta', 'friend']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
Dunno lei... I might b eatin wif my frens... If М_ wan to eat then i wait 4 М_ lar,0,82,0,"['duno', 'lei', 'might', 'b', 'eatin', 'wif', 'frens', 'wan', 'eat', 'wait', 'lar']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
FREE entry into our еЈ250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,100,1,"['fre', 'entry', 'wekly', 'comp', 'send', 'word', 'win', 'c', 'w', 'txtowin', 'co', 'uk']"
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,163,0,"['say', 'slowly', 'god', 'love', 'amp', 'ned', 'clean', 'heart', 'blod', 'send', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorow', 'pls', 'pls']"
Do u noe how 2 send files between 2 computers?,0,46,0,"['u', 'noe', 'send', 'file', 'betwen', 'computer']"
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",0,158,0,"['love', 'waking', 'word', 'morning', 'mi', 'love', 'hope', 'day', 'go', 'wel', 'hapy', 'wait', 'u', 'together']"
jay says he'll put in  &lt;#&gt;,0,32,0,"['jay', 'say', 'l', 'put', 'lt', 'gt']"
Can you just come in for a sec? There's somebody here I want you to see,0,71,0,"['come', 'sec', 'somebody', 'want', 'se']"
So the sun is anti sleep medicine.,0,34,0,"['sun', 'anti', 'slep', 'medicine']"
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,0,104,0,"['hapening', 'goten', 'job', 'begin', 'registration', 'permanent', 'residency']"
Yup ok...,0,9,0,"['yup', 'ok']"
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,0,95,0,"['glad', 'go', 'wel', 'come', 'l', 'plenty', 'time', 'claire', 'go', 'work']"
Ok enjoy . R u there in home.,0,29,0,"['ok', 'enjoy', 'r', 'u', 'home']"
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",0,155,0,"['pls', 'pls', 'send', 'mail', 'al', 'know', 'relatives', 'come', 'deliver', 'al', 'know', 'cost', 'risk', 'benefit', 'anything', 'else', 'thanks']"
You do what all you like,0,24,0,"['al', 'like']"
That's y we haf to combine n c how lor...,0,41,0,"['haf', 'combine', 'n', 'c', 'lor']"
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0,106,0,"['monthly', 'amount', 'terible', 'wil', 'pay', 'anything', 'til', 'month', 'finish', 'schol']"
Hmmm:)how many players selected?,0,32,0,"['hm', 'many', 'player', 'select']"
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,112,0,"['say', 'gona', 'snow', 'wil', 'start', 'around', 'pm', 'tonite', 'predict', 'inch', 'acumulation']"
I dont. Can you send it to me. Plus how's mode.,0,47,0,"['dont', 'send', 'plus', 'mode']"
Aiyo please М_ got time meh.,0,28,0,"['aiyo', 'please', 'get', 'time', 'meh']"
Package all your programs well,0,30,0,"['package', 'al', 'program', 'wel']"
"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",0,289,0,"['sister', 'belongs', 'family', 'hope', 'tomorow', 'pray', 'fat', 'shoranur', 'train', 'incident', 'let', 'hold', 'hand', 'together', 'amp', 'fuel', 'love', 'amp', 'concern', 'prior', 'grief', 'amp', 'pain', 'pls', 'join', 'dis', 'chain', 'amp', 'pa', 'stop', 'violence', 'woman']"
So are you guys asking that i get that slippers again or its gone with last year,0,80,0,"['guy', 'ask', 'get', 'slipers', 'go', 'last', 'year']"
Company is very good.environment is terrific and food is really nice:),0,70,0,"['company', 'god', 'environment', 'terific', 'fod', 'realy', 'nice']"
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",1,101,1,"['text', 'get', 'ringtones', 'logos', 'game', 'w', 'txt', 'com', 'question', 'info', 'txt', 'co', 'uk']"
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,0,122,0,"['honestly', 'make', 'lovely', 'cup', 'tea', 'promptly', 'drop', 'key', 'burnt', 'finger', 'get']"
Yup but not studying surfing lor. I'm in e lazy mode today.,0,59,0,"['yup', 'study', 'surf', 'lor', 'e', 'lazy', 'mode', 'today']"
Please sen :)my kind advice :-)please come here and try:-),0,58,0,"['please', 'sen', 'kind', 'advice', 'please', 'come', 'try']"
I'm done. C М_ there.,0,21,0,"['do', 'c']"
"Oh fine, I'll be by tonight",0,27,0,"['oh', 'fine', 'l', 'tonight']"
МП give me some time to walk there.,0,35,0,"['give', 'time', 'walk']"
I'll reach in ard 20 mins ok...,0,31,0,"['l', 'reach', 'ard', 'min', 'ok']"
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",1,156,1,"['fremsg', 'ben', 'award', 'fre', 'mini', 'digital', 'camera', 'reply', 'snap', 'colect', 'prize', 'quizclub', 'opt', 'stop', 'p', 'wk', 'sp', 'rwm', 'ph']"
Fuck babe ... What happened to you ? How come you never came back?,0,66,0,"['fuck', 'babe', 'hapened', 'come', 'never', 'come', 'back']"
This message is brought to you by GMW Ltd. and is not connected to the,1,70,1,"['mesage', 'bring', 'gmw', 'ltd', 'conected']"
"Some friends want me to drive em someplace, probably take a while",0,65,0,"['friend', 'want', 'drive', 'em', 'someplace', 'probably', 'take']"
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,0,95,0,"['also', 'thk', 'fast', 'xy', 'sugest', 'one', 'u', 'dun', 'wan', 'ok', 'go', 'rain', 'leh', 'get', 'gd']"
Are you still getting the goods.,0,32,0,"['stil', 'get', 'god']"
And maybe some pressies,0,23,0,"['maybe', 'presies']"
"Yeah I am, so I'll leave maybe 7ish?",0,36,0,"['yeah', 'l', 'leave', 'maybe', 'ish']"
K..k..i'm also fine:)when will you complete the course?,0,55,0,"['k', 'k', 'also', 'fine', 'wil', 'complete', 'course']"
